komentar,kategori
"KL kita lihat org lain kena musibah ... jangan kita ngucapin kata2 yang krg bgs + krg pantas ... Cukup kita doakan agar masalahnya cepat selesai dan si korban di beri kesabaran + semangat ... Apapun yang kita tulis, kita ucapkan ... Ingat semuanya nanti akan kita pertanggung jawabkan dihadapan Allah SWT",bukan hate speech
Ya Allah.. tahun lalu dan tahun ini banyak banget cobaan kamu Fuji. Semoga selalu di beri kesabaran dan kesehatan terutama mental kamu. Perbanyak doa ya. InsyaAllah di hijabah oleh Allah SWT. SemangatðŸ’ª,bukan hate speech
"Gatau diri ya, dikasih kerjaan dipercaya semua malah ngeberakin. Paling ga suka sm tipe karyawan yang begitu.",bukan hate speech
dia msih muda tapi dia cara penyampaiannya gak pernah emosi2 meski dihujat2 ðŸ‘luar biasa uti.. salut bangetâ¤ï¸semua pasti ajaran dari orgtuanya mereka ini lowprofile kalauarganyaâ¤ï¸,bukan hate speech
"salut angkat derajat dia dan keluarganya ,daripada yang onoh mau nyari cuan dengan  ngejelekin ",bukan hate speech
"Semangat ya sayangku, hukum tabur tuai berlaku. Fuji hebat dan kuat !! Makasih ya banyak mengajarkan hal hal kebaikan. Love you uti â¤ï¸",bukan hate speech
"Banyak kejadian seperti ini karena mereka menunjuk teman, bukan orang profesional, untuk jadi manajer. Mungkin kalau sistem perekutran karyawan secara profesional bisa menghindari kejadian seperti ini. Memang orang-orang yang sudah profesional di bidangnya.",bukan hate speech
"Knp masih ada yang suka tanya ""prestasinya apa? "" Hoii jangan iri dengki deh, itu udah rejeki dia. saya malah suka kalau dia lg mukbang, saya jd lapar lgsg ðŸ˜‚ aura nya happy terus ni anak â¤ï¸",bukan hate speech
Anak seumur Fuji Masya Allah kuat hebat berani.. pokoknya sehat selalu Fuji dan semua keluarga pak hj Faisal termasuk gala dan asisten serta para tim juga.,bukan hate speech
"Itu kasus bayi tertukar di Bogor aja cm 1x tes DNA udah bisa membuktikan sama2 anak kandung+orang tua kandungnya lho, apalagi dulu ini verny sama bang densu tes DNA di RSCM @sumargodenny @dj.vernyhasan",bukan hate speech
"Sebenarnya tau bapaknya sama tapi kalah tenar sm densu makanya milih densu, atau mungkin menghilang 4thn udah ada yang biayain sekarang uangnya habis cari2 yang lebih sukses",bukan hate speech
Fansnya bar2 bodyshaming hujat bawa2 keluarga pula.. dah seperti paling benar aja,bukan hate speech
"Menikah itu sekali seumur hidup, setia dan tua bersama dengan 1 pasangan saja. Kecuali ditinggal meninggal ya gapapa. Poligami ituu  gimana ya, sama kek jajan celup sana celup sini cuma ya itu bedanya halal dan haram saja ðŸ˜‚ðŸ¤£. Ini bukan jaman nabi yang poligami memang buat ngebantu kehidupan perempuan pada masa itu. Jaman sekarang kalau nikahin yang cantik hidup nya jelas tidak SUSAH bukan fakir miskin juga ",bukan hate speech
jangan main mainin agama ya. jangan bikin nama agama tercoreng apalagi netizen sekarang di anggap nya general.,bukan hate speech
"Rumah orang rumah orang, padahal dia bertahun tahun pernah tinggal disitu. Abis nikah pun tinggal disitu, tega benar sama orang tua",bukan hate speech
Ya tuhan semoga kita punya pasangan yang mendekatkan kita dengan keluarga bukan menjauhkan  ðŸ˜¢,bukan hate speech
"Semoga semua doa dan kerja keras bu Ala sebagai single parent saat membesarkan anak2nya sehingga semuanya bisa hidup nyaman dan bergelimang harta, diganjar dengan pahala yang besar untuk akhirat beliau. ðŸ˜Š Demikian jg saat ini, ketika tetap sabar & memaafkan saat sang anak yang sdh dibesarkan itu, posting yang bisa dibaca orang banyak: ""jam 6 pagi, di rumah orang (bu Ala) belum ada yang bangun."" Ditambah menantunya malah seakan menyalahkan: ""kapan mamah bela saat ada masalah."" Ya Allah, sebagai sesama ibu yang juga membesarkan anak perempuan, sedih bnget nontonnya. Mendoakan yang terbaik untuk bu Ala, semoga selalu disayangi Allah ",bukan hate speech
"Haturan seharusnya suami itu kalau bini nya lagi berselisih paham sama keluarganya kudu ademin kudu nenangin ,kudu damaiin, jangan jadi kompor, harusnya nyatuin",bukan hate speech
"Kata suami saya yang bkn ustad.. Seburuk""nya org tua kita biar gmanapun itu org tua yang harus kita hormatin.. kesal pun pendem aja ga usah ngotor""in mulut apalagi buat ngebenci org tua sendiri.. ",bukan hate speech
"Hanum pernah spil dia udah ikhlasin dan ga mau ribut demi anak2nya walaupun udah cerai ,lagian bambang jg karyawan dia",bukan hate speech
"Lah ya knp? Mereka itu punya anak loh! So, jd lah smart people. Bercerai itu ngga mengharuskan berjarak. Apalg ada ANAAAAKKKK",bukan hate speech
"Kan emang masih sering ketemu buat anaknya, lagian itu Hanum juga duduknya di belakang itu. sekarang Opet merangkap jadi supir barunya xðŸ˜‚",bukan hate speech
"mereka punya anak , wajar"" dong dianter sama bapaknya si bayi nah kalau sm suami org itu baru salah , ",bukan hate speech
"Iyalah kan lagi hamil dia , wajar lah nemenin dulu sampai lahiran. Masa jadi bapak ga punya tanggung jawab , ada2 aja netizen pake urusin urusan orgðŸ˜‚",bukan hate speech
"Sorry dev naura cantiknya gak ada obat,  Jangan suka bikin statement perbandingan kalau gak mau dibandingâ€in.",bukan hate speech
Emang Naura sebut nama? Emang yang deket sama Naura cuma kamu doang? ðŸ˜‚ðŸ˜‚,bukan hate speech
Hal yang bikin capek itu adalah coba ngasih penjelasan ke netijen wkwk s,bukan hate speech
Iya pak uda jangan di ambil ya uang kita semua ikhlas kok ngasih pengemis ketimbang dia jadi perampok,bukan hate speech
Ya terus??? Mau disita? Heran. Kek nggak ada yang lebih penting aja.,bukan hate speech
"Bagus, yang begini itu gak boleh kalau gak cepat, kita kan ANTI dengan pornografi",bukan hate speech
"sebenarnya mungkin karena kaku kebanyakan rebahan, badan jadi jarang dipake buat aktivitas umum",bukan hate speech
Sedih banget liatnya. harusnya semua pihak yang terlibat diproses jg lah masa sampai sekarang cm 1 tersangka doang untuk kejadian sebesar ini. Geram banget lihat video mereka semua santai2 aja pas awal mula kejadian gaada usaha2 buat padamin. Gaabis pikir si.,bukan hate speech
" Minimal bikin video minta maaf tanpa pakai masker, kalau ga kena sanksi ntar bakal ada kasus serupa.... ",bukan hate speech
"gak adil ya kalau cuma managernya aja yang ditahan, calon pengantin yang pegang flarenya juga wajib diminta pertanggung jawaban sih",bukan hate speech
Sedih banget lihatnya ðŸ˜­,bukan hate speech
"sedih banget dengan situasi ini, semoga segera reda dan berhenti kebakarannya, namun dalam hati sempat bertanya, hikmah apa yang sedang dikatakan semesta kepada kita semua dengan peristiwa ini?",bukan hate speech
dulu tuh udah ada kejadian kaya gini di luar negeri gara gara pake flare dan akhirnya kebakaran hutan. tapi masih aja gamau belajar :(,bukan hate speech
"Dulu saya ampe mikir sesakit apa sih nyeri waktu haid karena Alhamdulillah dl saya kalau haid gak pernah nyeri, sampai akhirnya tahun 2021 kemain saya baru ngerasain yang namanya nyeri haid itu emang sesakit itu bahkan di buat jalan aja lemes banget ampe mau pingsan rasanya, udah rebahan aja sakitnya masih banget, benar2 nyiksa sakitnya dan itu berkelanjutan setiap haid nyeri terusðŸ˜¢ jd semangat buat para perempuan kalian kuat dan hebatðŸ”¥ðŸ”¥",bukan hate speech
"Cewek kalau lagi haid,, Tepung serba guna bisa jadi serba salah",bukan hate speech
"Iri banget, perhatian banget bapaknya ðŸ˜¢ @ewsiregar03",bukan hate speech
"Hal ini sebenarnya bisa diredam dan ga sampai jadi kebakaran besar jika yang berada di sana aware (:bahkan yang memvideokan), jika lebih memilih untuk menegur daripada memvideokan untuk konten. Lo ga bakal jadi benar jika mengekspose kesalahan orang jika lo sendiri malah membiarkan orang itu membuat salah instead of menegur atau meneriakinya terlebih dahulu!",bukan hate speech
"Akibat kelakuan mereka, jadi berefek pada dunia pariwisata. Merugikan Po Bus, Biro/ agen wisata, Hotel & Rm Makan yang sudah ada plan trip ke bromo.",bukan hate speech
Prewedding di rumah Dengan depan rumah masing masing… lebih Bagus.. mbesuk mbesuk kalau sukses.. rumahnya direnovasi  sudah menjadi bedA… anak cucunya bisa melihat.. latar belakang rumahnya yang Tempo dulu waktu papa mamanya mau nikah...ðŸ˜‚â¤ï¸,bukan hate speech
Keren banget gangerti lagiðŸ¥¹,bukan hate speech
Selalu bagus anak iniðŸ˜ðŸ‘,bukan hate speech
Keren banget nzippp ðŸ”¥ðŸ‘,bukan hate speech
Cantik banget ini ... Pantes mereka ber-3 iri sama kamu nak..... Semoga gak ada institusi pendidikan manapun yang menerima orang jahat kayak mereka ya,bukan hate speech
"jadi pelajaran sih buat penyedia jasa prewed dll , kalau misalnya ada konsep yang emang di luar nurul , perlu persiapan , dan bakal ada dampak buruk apa kedepannya , supaya tidak terjadi hal hal yang seperti ini lagi",bukan hate speech
"kurang cantik gimana itu viewnya, benar ya dulu Malaikat sampai mohon2 agar jangan mempercayakan bumi pada manusia karena khawatir akan merusak keindahan.",bukan hate speech
"yang heran, kenapa bisa sesantai itu ya lihat apiðŸ«  ga panik, ga merasa bersalah, kita yang lihat jadi bingung sendiri liat gesture semua yang ada di video ini ðŸ¥¸",bukan hate speech
"Berita atau kasus kebakaran udah beruntun banget nih, setiap hari pasti ada aja. Yuk lah otaknya di pake bentar, ini lagi musim kemarau, kurangin tuh bakar sampah, buang puntung rokok masih nyala, atau hal hal kan yang menyulut api. Rumput, daun ranting laginkering banget. Mudah buat kebakar dan nyebarin api dengan cepat.",bukan hate speech
aku yang gapernah bisa nabung karna harus ngidupin keluarga dan biaya rumah sakit ðŸ™‚ðŸ™‚ðŸ™‚ðŸ™‚,bukan hate speech
"kalau misalnya ga suka kucing ya ga usah kayak gitu, kasihan woy liatnyaðŸ˜­ðŸ˜­ðŸ˜­",bukan hate speech
"Gatau lagi mau ngejokes apaan, udah pada ngejoke semua, sama lagi intinya",bukan hate speech
"Komenannya ada yang galau lah, ada yang gak perduli lah, buat kalian kek gini semoga cepat sembuh. Kalian sadar gak sih, ini udah kondisi mengkhawatirkan, jika sudah habis maka tidak ada lagi salju abadi di Indonesia. Itu artinya salah satu warisan di Indonesia udah hilang. Ini juga jadi pertanda kalau krisis pemanasan global makin mengkhawatirkan.",bukan hate speech
aku juga ikut cair kalau melihat senyumanmu,bukan hate speech
Respect banget sama yang bawa motor,bukan hate speech
"Penyesalan selalu datang terlambat, kalau datang didepan namanya pendaftaran",bukan hate speech
"Seharusnya yang punya mobil nyiapin juga tempat sampah. Pembelajaran buat keduanya, biar sama2 gak rese ðŸ‘",bukan hate speech
"Yang makan dia , yang buang yang punya mobil , tapi ya gimna lagi kalau bapakÂ² sepertinya memang seperti itu gamau sampahnya di simpen di dalam tas ðŸ—¿",bukan hate speech
Costumer bukanlah raja tetapi costumer adalah partner mitra (bicara jangka panjang bisa saling menguntungkan). Costumer membutuhkan produk kita dan kita membutuhkan costumer memakai produk kita... ðŸ‘ðŸ™ŒðŸ”¥,bukan hate speech
"Astagfirullah ya Allah sdh lihat ada anak kecil masih lanjut di jalankan mobilnyaðŸ˜­ðŸ˜­ðŸ˜­ semoga adeknya gpp ya Allah, harta itu titipan kenapa arogan sekali ",bukan hate speech
"Loh udah lihat kan ank nya jatuh, knp makin di lindess . Pakai nurani Bu, justru cctv itu jelas . jangan karena udah oke mobil mewah jd sombong . Kasihan loh itu anak kecil",bukan hate speech
Gak ada hati nurani!!,bukan hate speech
memang manusia itu bisa merusak tapi belum tentu bisa mengembalikan seperti semula. mungkin bisa hanya saja kualitas sangat berbeda. bukankah lebih jelas jembatan sangat berguna dinikmati selamanya setiap makhluk hidup dari pada sound system itu. mobil sound system hiburan setiap orang tapi tidak bisa dinikmati setiap saat.,bukan hate speech
Viralin guys merusak fasilitas umum  sudah ada  pasal nya  lho .,bukan hate speech
"Tinggi gimana, wong mereka baru mulai, disini sejak era kerajaan sudah toleran. Kalau raja2 dulu tidak toleransi gak mungkin berbagi agama bisa berkembang bebas disini. Stop merendahkan bangsa sendiri!",bukan hate speech
Paling GaK kalau ngerasa udah cantik ya mesti ditambah good attitude dong !,bukan hate speech
"Jika sudah di nyatakan HARAM, TETAP HARAM. Walau kau baca satu al quran itu, tetap ga bisa ngerubah status dia yang haram jadi halal, emang ga ngambil pelajaran yang telah lalu ya. Kalau mau trend ga usah melibatkan yang haram. Buat malu agama islam aja",bukan hate speech
... masih aja manusia pada susah di atur... harus ada efek jeranya ini mah biar gak pada begini... kalau di biarin kereta nya jalan juga percuma ajah pasti ada lagi manusia yang model beginian... ðŸ¤¦ðŸ¤¦,bukan hate speech
"Intinya kalau kesal dengan ATT nya, gausah ke anaknya juga. Kasian buat perkembangan psikis anak kedepannya. sekarang seandainya dia punya anak, terus anaknya dikatain sama orang yang benci sama dia, gimana perasaan dia ? Benci sama seseorang boleh, tapi harus tau batesnya ?? toh namanya manusia, gaakan semua jadi penyuka, pasti ada haters ??",bukan hate speech
Kasian ih nyari uang sampai segitunya,bukan hate speech
yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,bukan hate speech
Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang  sama suaminya... syukur kalau baikan.... semoga awet...,bukan hate speech
"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah kalau kita dah disakiti sama pasangan sampai berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sama Allah aja.. bawa happy aja masih sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bisa jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, kalau bahagia jangan terlalu bahagia, kalau sedih juga jgn terlalu sedih... diimbangi aja biar ga gila ??????",bukan hate speech
"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",bukan hate speech
"Jemima kan anak angkat celine,  anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat.",bukan hate speech
Lucu yang bilang stefan menghabiskan masa muda wkwk. umurnya mah gak muda mukanya saja yang baby face. Bersyukur. bonus buat celinenya?? lah dulu mantannya bagaimana.=. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,bukan hate speech
Dan lagi ada yg masih bawa2  ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so selamat raisa dan hamish.,bukan hate speech
"Raisa cantik ya, meskipun artis tapi ga menonjolkan kalau nikah tuh harus mewah, udah cantik, sederhana, sempurna banget,",bukan hate speech
"Karna orang yang sudah cantik, gak perlu dandan heboh untuk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish jatuh cinta",bukan hate speech
Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,bukan hate speech
Suka cewe cantik dan kemauan belajarnya tinggi ???,bukan hate speech
"ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tapi karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",bukan hate speech
"Semangat batman  <> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi please karna itu udah 2 tahun yang lalu ????",bukan hate speech
salam kenal ya mbak senang bisa kenal sama mbak. Sebagai manusia kita saling ingetin. sebagai manusia kita harus tau diri jangan sombong yg digedein mentang2 dah jadi artis haha.. ,bukan hate speech
"keren ya, sederhana terpancar jelas. suka sm keluarga presiden ini??",bukan hate speech
"Seorang presiden tanpa embel"" gelar .. bangga sekali",bukan hate speech
Proud of you Indonesia. God bless Indonesia,bukan hate speech
Amazing bngt Miss National Costume. Keren!! Bangga sama budaya indonesia ????,bukan hate speech
Ikut bangga pastinya ??,bukan hate speech
PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,bukan hate speech
"Suka banget sama pidato nya dia cara pembawaan nya begitu elegan dan berwibawa pantas memang dia juara, salut",bukan hate speech
aku percaya kak niki orangnya jujur semangat kak niki???? hebat,bukan hate speech
cantik alami tanpa perlu bedak tebel dan gaya seperti tante2,bukan hate speech
